City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,suva,-18.1416,178.4415,26.71,74,75,5.66,FJ,1698532318
83,akrehamn,59.2667,5.1833,6.34,60,100,2.06,NO,1698532318
84,pangody,65.85,74.4859,-9.18,96,96,2.32,RU,1698532319
85,chipata,-13.6333,32.65,22.54,52,5,1.97,ZM,1698532319
86,saskatoon,52.1168,-106.6345,-0.47,83,100,3.6,CA,1698532064
87,port mathurin,-19.6833,63.4167,24.21,79,12,3.83,MU,1698532319
88,keflavik,64.0049,-22.5624,4.24,70,0,2.06,IS,1698532320
89,fort bragg,35.139,-79.006,27.85,59,0,2.57,US,1698532320
90,ikryanoye,46.0932,47.7308,15.99,68,76,5.47,RU,1698532320
91,karsun,54.1994,46.9827,2.98,100,100,2.55,RU,1698532320
92,bethel,41.3712,-73.414,24.2,57,0,2.06,US,1698532321
93,punta arenas,-53.15,-70.9167,5.06,65,0,2.57,CL,1698532298
94,ndele,8.4109,20.6473,22.1,88,57,1.49,CF,1698532321
95,bikenibeu village,1.3673,173.1241,30.98,74,40,3.09,KI,1698532321
96,mammoth lakes,37.6485,-118.9721,7.4,28,0,5.66,US,1698532321
97,port alfred,-33.5906,26.891,12.32,69,78,1.79,ZA,1698532322
98,palikir - national government center,6.9248,158.1611,24.41,88,100,1.54,FM,1698532322
99,longyearbyen,78.2186,15.6401,-3.09,86,75,3.09,SJ,1698532323
100,talnakh,69.4865,88.3972,-14.33,96,45,0.98,RU,1698532323
101,altai,46.3722,96.2583,-2.43,41,27,1.52,MN,1698532323
102,magistral'nyy,56.1725,107.4458,-5.35,67,21,2.0,RU,1698532324
103,nemuro,43.3236,145.575,12.46,76,97,3.8,JP,1698532324
104,noumea,-22.2763,166.4572,24.99,68,68,5.24,NC,1698532324
105,manokwari,-0.8667,134.0833,27.2,74,100,1.01,ID,1698532324
106,eldorado,-23.7869,-54.2836,26.16,67,100,2.31,BR,1698532325
107,chonchi,-42.6128,-73.8092,7.56,89,87,5.64,CL,1698532325
108,okhotsk,59.3833,143.3,-4.22,83,99,5.52,RU,1698532083
109,bilibino,68.0546,166.4372,-20.89,96,25,1.08,RU,1698532326
110,tolanaro,-25.0319,46.9987,22.45,93,13,4.91,MG,1698532326
111,sao jose da coroa grande,-8.8978,-35.1478,25.67,71,98,5.46,BR,1698532327
112,fisterra,42.9049,-9.2629,16.53,77,100,12.66,ES,1698532328
113,stalpeni,45.05,24.9667,11.75,64,28,1.72,RO,1698532328
114,hamilton,39.1834,-84.5333,13.35,89,100,4.12,US,1698532190
115,rongelap,11.1635,166.8941,28.45,77,22,6.88,MH,1698532329
116,nagireddipalli,14.2667,79.1,23.45,94,30,1.14,IN,1698532329
117,ghat,24.9647,10.1728,26.6,20,22,1.55,LY,1698532330
118,st. john's,47.5649,-52.7093,12.76,93,100,8.23,CA,1698532211
119,ta`u,-14.2336,-169.5144,26.68,82,33,6.52,AS,1698532330
120,kolondieba,11.0882,-6.8926,26.31,58,51,1.83,ML,1698532331
121,isangel,-19.55,169.2667,27.06,78,40,2.06,VU,1698532331
122,bulgan,48.8125,103.5347,-4.79,73,97,2.21,MN,1698532331
123,howrah,22.5892,88.3103,23.0,83,20,1.54,IN,1698532332
124,al lagowa,11.4,29.1333,22.88,80,98,2.87,SD,1698532332
125,shiguai,40.7058,110.2856,6.94,38,7,1.21,CN,1698532332
126,am timan,11.0297,20.2827,25.71,65,95,2.72,TD,1698532332
127,stanley,54.868,-1.6985,9.29,93,75,3.6,GB,1698532280
128,ji'an,27.1172,114.9793,17.73,88,35,1.19,CN,1698532333
129,albany,42.6001,-73.9662,16.48,58,45,4.59,US,1698532063
130,kingston,17.997,-76.7936,29.53,66,20,3.6,JM,1698532334
131,harstad,68.799,16.5293,0.09,95,98,0.89,NO,1698532334
132,mogocha,53.7333,119.7667,-0.89,76,100,0.83,RU,1698532334
133,kiamba,5.9894,124.6242,27.06,79,99,0.54,PH,1698532335
134,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,6.69,EC,1698532335
135,ola,59.5833,151.2833,-1.04,67,95,2.74,RU,1698532335
136,urzhar,47.093,81.6294,7.63,88,100,2.02,KZ,1698532335
137,ambodifotatra,-16.9833,49.85,24.52,84,3,1.41,MG,1698532336
138,souillac,-20.5167,57.5167,21.21,94,20,1.54,MU,1698532336
139,burang,30.25,81.1667,1.13,60,41,1.27,CN,1698532336
140,sitka,57.0531,-135.33,8.94,66,100,3.09,US,1698532337
141,harrison,30.4091,-89.0436,27.09,70,40,5.14,US,1698532156
142,geraldton,-28.7667,114.6,15.23,72,1,7.2,AU,1698532337
143,tura,25.5198,90.2201,18.59,88,0,1.71,IN,1698532338
144,ndende,-2.4008,11.3581,23.82,89,25,0.74,GA,1698532338
145,knysna,-34.0363,23.0471,12.8,61,98,3.2,ZA,1698532338
146,port saint john's,-31.6229,29.5448,14.74,88,100,8.75,ZA,1698532339
147,porto novo,6.4965,2.6036,27.9,82,3,2.1,BJ,1698532339
148,neiafu,-18.65,-173.9833,28.38,65,40,6.17,TO,1698532339
149,iskateley,67.6803,53.1512,-12.21,90,100,3.58,RU,1698532340
150,acarau,-2.8856,-40.12,26.46,75,29,9.5,BR,1698532176
151,shimoda,34.6667,138.95,14.5,73,27,4.6,JP,1698532340
152,hacienda huancane,-15.8222,-70.8856,5.78,53,98,7.29,PE,1698532340
153,vorgashor,67.5833,63.95,-16.9,100,98,1.13,RU,1698532341
154,oranjemund,-28.55,16.4333,14.72,76,0,7.68,NA,1698532341
155,maun,-19.9833,23.4167,24.98,33,47,2.66,BW,1698532341
156,kangding,30.0513,101.9603,4.21,90,74,2.59,CN,1698532342
157,prado,-17.3411,-39.2208,25.0,86,99,5.87,BR,1698532342
158,lompoc,34.6391,-120.4579,23.34,65,0,9.83,US,1698532215
159,holualoa,19.6228,-155.9522,27.1,75,40,4.63,US,1698532342
160,yung shue wan,22.2333,114.1167,24.86,83,87,0.89,HK,1698532343
161,broken hill,-31.95,141.4333,23.7,19,70,8.93,AU,1698532343
162,hadibu,12.65,54.0333,25.57,81,96,3.1,YE,1698532343
163,kyenjojo,0.6328,30.6214,15.56,99,89,0.54,UG,1698532343
164,gadzhiyevo,69.2551,33.3362,-6.57,94,94,1.71,RU,1698532344
165,cockburn town,21.4612,-71.1419,27.98,69,40,6.17,TC,1698532138
166,merizo village,13.2658,144.6691,29.31,89,91,6.28,GU,1698532345
167,tangalle,6.024,80.7911,24.91,88,100,1.66,LK,1698532345
168,tineo,43.3376,-6.4145,9.79,96,100,1.43,ES,1698532345
169,port augusta,-32.5,137.7667,19.07,54,60,2.24,AU,1698532346
170,miresu mare,47.5,23.3333,11.2,69,80,1.69,RO,1698532346
171,selfoss,63.9331,-20.9971,0.02,71,99,2.26,IS,1698532346
172,udachny,66.4167,112.4,-20.12,100,57,3.22,RU,1698532347
173,edinburgh of the seven seas,-37.0676,-12.3116,12.93,87,65,11.86,SH,1698532347
174,pagar alam,-4.0167,103.2667,18.8,66,37,1.1,ID,1698532347
175,anadyr,64.75,177.4833,2.28,100,100,4.0,RU,1698532348
176,kapa'a,22.0752,-159.319,28.99,64,0,3.6,US,1698532348
177,afif,23.9065,42.9172,22.21,32,82,4.76,SA,1698532348
178,tofol,5.3248,163.0078,28.88,79,75,1.03,FM,1698532348
179,khandyga,62.6667,135.6,-14.23,91,81,1.83,RU,1698532349
180,baiyin,36.5583,104.2081,9.13,47,0,0.89,CN,1698532349
181,kapuskasing,49.4169,-82.4331,-0.95,74,75,2.57,CA,1698532261
182,chadron,42.8294,-102.9999,-4.18,68,100,1.54,US,1698532350
183,harper,4.375,-7.7169,25.47,89,6,3.19,LR,1698532350
184,vigan,17.5747,120.3869,25.26,81,23,2.23,PH,1698532350
185,kiruna,67.8557,20.2251,-18.49,85,100,3.09,SE,1698532351
186,tuy hoa,13.0833,109.3,24.77,92,97,1.27,VN,1698532351
187,qamdo,31.1667,97.2333,-6.32,53,0,0.9,CN,1698532351
188,susuman,62.7833,148.1667,-17.23,99,92,0.45,RU,1698532351
189,at-bashi,41.1702,75.8106,6.36,61,100,1.52,KG,1698532352
190,kununurra,-15.7667,128.7333,19.99,64,60,1.54,AU,1698532113
191,roma,43.2128,-75.4557,11.57,74,0,4.63,US,1698532352
192,tynda,55.1667,124.7167,-6.22,93,100,1.3,RU,1698532352
193,mhamid,29.82,-5.72,23.7,29,70,4.01,MA,1698532353
194,uturoa,-16.7333,-151.4333,26.39,76,98,5.58,PF,1698532353
195,konarka,19.9,86.1167,21.22,77,27,2.69,IN,1698532354
196,teapa,17.55,-92.95,27.03,84,43,1.92,MX,1698532355
197,zanjan,36.6736,48.4787,13.04,36,17,0.86,IR,1698532355
198,soio,-6.1349,12.3689,25.79,86,26,4.71,AO,1698532356
199,nabire,-3.3667,135.4833,25.69,86,100,0.63,ID,1698532356
200,winnemucca,40.973,-117.7357,6.03,31,0,3.67,US,1698532356
201,kargasok,59.0556,80.8572,-11.13,97,60,2.24,RU,1698532335
202,waingapu,-9.6567,120.2641,27.3,68,21,2.13,ID,1698532357
203,chibougamau,49.9168,-74.3659,-3.21,80,100,5.14,CA,1698532345
204,nova sintra,14.8667,-24.7167,23.52,76,37,7.65,CV,1698532358
205,kidal,18.4411,1.4078,28.51,11,28,3.02,ML,1698532358
206,abbeville,50.1,1.8333,15.14,83,97,10.23,FR,1698532358
207,inari,68.906,27.0288,-5.89,96,96,0.81,FI,1698532358
208,pisco,-13.7,-76.2167,22.03,73,20,6.69,PE,1698532359
209,la passe,45.5549,-0.8967,15.13,87,100,8.8,FR,1698532359
210,haiku-pauwela,20.9219,-156.3051,30.01,55,20,9.26,US,1698532359
211,qui nhon,13.7667,109.2333,24.97,89,98,2.28,VN,1698532360
212,horta,38.5333,-28.6333,16.68,71,100,2.24,PT,1698532360
213,cadale,2.7603,46.3222,26.94,77,91,1.98,SO,1698532361
214,jamestown,42.097,-79.2353,11.77,76,100,2.24,US,1698532358
215,crane,31.3974,-102.3501,25.59,52,18,9.72,US,1698532361
216,hinton,53.4001,-117.5857,1.75,65,97,1.92,CA,1698532361
217,wad az zaki,14.4619,32.2065,28.12,53,83,4.92,SD,1698532362
218,miri,4.4148,114.0089,25.08,94,20,0.0,MY,1698532362
219,suklayin,15.7574,121.5503,25.35,90,42,1.43,PH,1698532362
220,verkhov'ye,52.8119,37.2425,1.36,97,100,9.07,RU,1698532362
221,el alto,-4.2714,-81.2147,23.81,83,99,5.49,PE,1698532363
222,mancio lima,-7.6142,-72.8958,26.04,89,40,2.06,BR,1698532363
223,hajin,34.6927,40.827,25.16,32,33,1.5,SY,1698532363
224,kendari,-3.945,122.4989,25.55,76,39,1.18,ID,1698532364
225,musan-up,42.2261,129.2078,2.99,53,9,1.58,KP,1698532364
226,bubaque,11.2833,-15.8333,27.65,77,7,4.11,GW,1698532365
227,mao,39.8885,4.2658,20.31,68,0,5.14,ES,1698532365
228,torrington,41.8007,-73.1212,23.99,79,34,4.18,US,1698532243
229,balaipungut,1.05,101.2833,22.92,98,89,0.69,ID,1698532365
230,pimentel,-6.8367,-79.9342,24.16,64,0,9.26,PE,1698532366
231,queenstown,-31.8976,26.8753,6.55,81,100,4.32,ZA,1698532366
232,greenfield,42.9614,-88.0126,7.92,64,100,3.6,US,1698532155
233,letlhakeng,-24.0944,25.0298,21.43,41,11,5.05,BW,1698532366
234,sirjan,29.452,55.6814,15.66,54,6,3.35,IR,1698532367
235,saint-joseph,-21.3667,55.6167,22.21,86,17,3.62,RE,1698532367
236,corinto,37.9407,22.9573,19.94,78,86,2.34,GR,1698532367
237,soderhamn,61.3037,17.0592,-0.03,88,25,1.82,SE,1698532367
238,namibe,-15.1961,12.1522,21.56,80,75,1.26,AO,1698532368
239,belmonte,-15.8631,-38.8828,25.35,82,36,4.97,BR,1698532368
240,new norfolk,-42.7826,147.0587,14.4,48,100,2.35,AU,1698532368
241,ha giang,22.8333,104.9833,22.36,99,100,0.66,VN,1698532368
242,bol'sherech'ye,56.0925,74.6272,-7.49,89,32,2.81,RU,1698532368
243,ust-nera,64.5667,143.2,-17.51,98,98,1.04,RU,1698532369
244,mildura,-34.2,142.15,18.37,62,4,2.64,AU,1698532278
245,conde,-7.2597,-34.9075,25.7,78,40,2.57,BR,1698532228
246,maluso,6.543,121.8753,25.05,83,47,0.64,PH,1698532369
247,megarine,33.192,6.087,23.08,27,0,2.57,DZ,1698532370
248,grand falls-windsor,48.9332,-55.6649,11.95,94,100,0.45,CA,1698532244
249,colonia,50.9333,6.95,13.75,90,20,5.14,DE,1698532370
250,kupang,-10.1667,123.5833,25.32,88,20,1.03,ID,1698532370
251,antsiranana,-12.2787,49.2917,24.2,84,7,6.1,MG,1698532370
252,minab,27.1467,57.0801,27.19,66,1,0.37,IR,1698532371
253,wailua homesteads,22.0669,-159.378,28.24,64,0,3.6,US,1698532371
254,myeik,12.4333,98.6,25.76,88,88,1.58,MM,1698532371
255,margate,51.3813,1.3862,14.61,87,100,3.58,GB,1698532179
256,abadeh,31.1608,52.6506,12.88,41,91,1.27,IR,1698532372
257,libenge,3.65,18.6333,22.35,87,11,0.91,CD,1698532372
258,howard springs,-12.497,131.047,29.37,75,19,1.59,AU,1698532372
259,ugoofaaru,5.6667,73.0,27.74,77,100,2.26,MV,1698532372
260,codrington,-38.2667,141.9667,13.5,52,44,4.0,AU,1698532372
261,marica,-22.9194,-42.8186,27.95,89,96,4.63,BR,1698532373
262,horodnic de sus,47.8401,25.8235,11.24,84,43,2.32,RO,1698532373
263,betio village,1.358,172.9211,31.02,71,60,3.95,KI,1698532373
264,richards bay,-28.783,32.0377,17.17,85,100,7.19,ZA,1698532373
265,orchard homes,46.8633,-114.0484,2.38,63,0,2.57,US,1698532373
266,la'ie,21.6477,-157.9253,30.98,65,20,1.79,US,1698532374
267,lensk,60.7253,114.9278,-4.26,63,36,4.85,RU,1698532374
268,hirara,24.8,125.2833,22.15,68,12,3.6,JP,1698532374
269,vorkuta,67.5,64.0,-18.58,100,97,1.12,RU,1698532374
270,williston,48.147,-103.618,-4.42,68,58,1.34,US,1698532374
271,al kharijah,25.4514,30.5464,25.04,31,9,3.18,EG,1698532376
272,port elizabeth,-33.918,25.5701,12.16,63,0,3.09,ZA,1698532376
273,brevard,28.292,-80.7492,26.7,74,0,4.92,US,1698532099
274,changleng,28.7,115.8167,18.78,84,50,0.28,CN,1698532376
275,hasaki,35.7333,140.8333,14.22,62,43,8.12,JP,1698532377
276,mahalapye,-23.1041,26.8142,26.69,28,97,1.68,BW,1698532377
277,pariaman,-0.619,100.12,25.03,90,34,1.81,ID,1698532377
278,terrace,54.5163,-128.6035,6.79,45,20,0.0,CA,1698532377
279,valparaiso,-33.0393,-71.6273,17.22,72,100,3.6,CL,1698532289
280,tazovsky,67.4667,78.7,-14.33,91,51,4.28,RU,1698532378
281,fale old settlement,-9.3852,-171.2468,28.77,73,32,4.56,TK,1698532378
282,kamina,-8.7386,24.9906,17.07,95,95,1.49,CD,1698532378
283,hithadhoo,-0.6,73.0833,27.16,81,32,7.88,MV,1698532378
284,san patricio,28.017,-97.5169,31.41,67,38,6.37,US,1698532378
285,fonte boa,-2.4959,-66.2662,27.23,77,100,1.04,BR,1698532379
286,carnarvon,-24.8667,113.6333,19.76,64,1,11.03,AU,1698532380
287,ulladulla,-35.35,150.4667,22.38,30,1,1.23,AU,1698532380
288,candon,17.1947,120.4517,25.58,83,17,1.41,PH,1698532380
289,touros,-5.1989,-35.4608,25.73,73,59,7.02,BR,1698532380
290,fernley,39.608,-119.2518,10.71,28,0,3.13,US,1698532381
291,college,64.8569,-147.8028,-2.83,83,75,0.45,US,1698532381
292,ribeira brava,32.65,-17.0667,21.11,68,66,3.42,PT,1698532381
293,port macquarie,-31.4333,152.9167,21.05,58,45,2.43,AU,1698532272
294,dambatta,12.433,8.5154,21.06,19,13,3.3,NG,1698532381
295,laminusa,5.5549,120.9136,27.86,72,41,0.83,PH,1698532382
296,pilsen,49.7475,13.3776,10.14,99,100,0.51,CZ,1698532382
297,mitu,1.1983,-70.1733,25.74,84,91,0.46,CO,1698532383
298,agnita,45.9667,24.6167,6.84,71,2,1.44,RO,1698532383
299,illizi,26.4833,8.4667,26.89,20,15,1.59,DZ,1698532383
300,constantia,44.1833,28.65,17.61,53,60,2.31,RO,1698532384
301,freeport,40.6576,-73.5832,26.1,68,0,4.12,US,1698532361
302,lugovoy,42.9472,72.7644,15.72,52,100,4.77,KZ,1698532384
303,happy valley-goose bay,53.3168,-60.3315,3.17,100,100,4.63,CA,1698532385
304,kodiak,57.79,-152.4072,6.73,100,100,4.63,US,1698532385
305,vidyayevo,69.3191,32.8049,-7.06,93,80,1.19,RU,1698532385
306,tabalah,19.95,42.4,21.58,47,92,3.6,SA,1698532386
307,mount gambier,-37.8333,140.7667,10.25,69,31,2.65,AU,1698532134
308,carutapera,-1.195,-46.02,26.94,78,12,5.48,BR,1698532386
309,murzuq,25.9155,13.9184,24.19,23,0,3.6,LY,1698532387
310,arkhangel'sk,64.5401,40.5433,-4.37,81,100,3.26,RU,1698532387
311,leones,-32.6617,-62.2968,24.47,49,0,4.14,AR,1698532387
312,utrik,11.2278,169.8474,28.39,75,80,8.15,MH,1698532387
313,tchibanga,-2.85,11.0333,22.81,96,10,0.93,GA,1698532388
314,bardai,11.65,7.2333,23.5,26,0,2.25,NG,1698532388
315,vilyuchinsk,52.9306,158.4028,3.85,67,100,1.59,RU,1698532388
316,fukuecho,32.6881,128.8419,18.68,63,20,5.94,JP,1698532389
317,mejit,10.2753,170.8646,28.45,75,45,8.37,MH,1698532390
318,revelstoke,50.9832,-118.2023,5.01,38,20,1.54,CA,1698532390
319,tralee,52.2704,-9.7026,9.13,90,100,1.39,IE,1698532391
320,pointe-noire,-4.7761,11.8635,26.18,87,17,2.02,CG,1698532391
321,erenhot,43.6475,111.9767,8.66,35,42,4.59,CN,1698532391
322,bol,13.4586,14.7147,28.65,45,10,4.5,TD,1698532391
323,papao,-17.75,-149.55,28.82,75,80,4.19,PF,1698532392
324,chiredzi,-21.05,31.6667,24.77,54,0,3.38,ZW,1698532392
325,dunedin,-45.8742,170.5036,12.11,70,86,1.34,NZ,1698532209
326,pemba,-12.974,40.5178,26.39,94,40,3.6,MZ,1698532393
327,angaur state,6.906,134.13,27.81,71,100,1.34,PW,1698532393
328,hameenlinna,60.996,24.4643,-4.05,84,13,1.46,FI,1698532393
329,sungai penuh,-2.0833,101.3833,17.4,89,25,1.7,ID,1698532393
330,phuthaditjhaba,-28.5242,28.8158,9.51,94,100,3.57,ZA,1698532394
331,adam,22.3756,57.5233,25.22,57,71,3.07,OM,1698532394
332,yangju,37.8331,127.0617,7.63,76,0,1.15,KR,1698532394
333,dzhetygara,52.1908,61.2006,-0.21,99,100,2.3,KZ,1698532395
334,karak city,31.1637,35.762,19.25,62,99,4.46,JO,1698532395
335,santo antonio,-6.3106,-35.4789,24.18,72,9,3.8,BR,1698532395
336,nouadhibou,20.931,-17.0347,21.99,78,0,6.17,MR,1698532396
337,moree,-29.4667,149.85,21.36,35,0,5.31,AU,1698532396
338,acapulco de juarez,16.8634,-99.8901,28.8,78,100,3.69,MX,1698532121
339,argo,37.6333,22.7333,19.32,73,99,1.94,GR,1698532397
340,kavaratti,10.5669,72.642,28.3,73,50,2.19,IN,1698532397
341,middlebury (village),44.0153,-73.1673,14.05,65,40,3.6,US,1698532398
342,kalmunai,7.4167,81.8167,25.26,86,74,1.27,LK,1698532398
343,hilo,19.7297,-155.09,28.85,71,0,4.12,US,1698532152
344,coquimbo,-29.9533,-71.3436,17.85,55,0,5.66,CL,1698532284
345,molina,-35.1167,-71.2833,11.87,81,100,7.72,CL,1698532399
346,aldinga beach,-35.2793,138.4604,15.81,54,7,2.04,AU,1698532399
347,west bay,19.3667,-81.4167,29.04,68,40,7.2,KY,1698532400
348,luis correia,-2.8792,-41.6669,28.0,69,0,10.8,BR,1698532400
349,pathein,16.7833,94.7333,23.75,93,66,1.38,MM,1698532401
350,tanda,26.55,82.65,20.79,51,94,0.3,IN,1698532401
351,steinbach,50.1667,8.5667,12.32,91,100,3.09,DE,1698532401
352,ulaangom,49.9811,92.0667,-4.93,64,19,0.83,MN,1698532401
353,okeho,8.0333,3.35,23.26,88,13,1.81,NG,1698532402
354,sinnar,13.5691,33.5672,25.44,76,84,5.45,SD,1698532402
355,tannum sands,-23.9504,151.3693,25.42,53,23,5.66,AU,1698532405
356,nuuk,64.1835,-51.7216,-2.66,68,75,8.23,GL,1698532405
357,sosnovo-ozerskoye,52.5249,111.5418,-8.38,47,0,6.1,RU,1698532406
358,moultrie,31.1799,-83.7891,26.87,57,0,2.06,US,1698532406
359,portland,45.5234,-122.6762,14.2,39,0,4.63,US,1698532327
360,emerald,-23.5333,148.1667,22.41,53,26,5.84,AU,1698532407
361,buala,-8.145,159.5921,28.96,73,93,2.07,SB,1698532407
362,norderney,53.7,7.15,9.99,91,100,9.62,DE,1698532407
363,novaya igirma,57.1334,103.9112,-6.12,58,76,3.72,RU,1698532408
364,bau,7.4053,124.6497,25.1,88,79,0.52,PH,1698532408
365,kosmach,48.7509,24.3673,10.31,73,27,3.38,UA,1698532408
366,mount isa,-20.7333,139.5,27.87,11,19,2.57,AU,1698532409
367,frontera,26.9333,-101.45,30.5,48,20,1.34,MX,1698532409
